Id,Price
4567,154966.26381791575
5925,116925.94897502163
960,150770.81380815848
3848,115356.32533668233
746,217403.15038092635
868,354021.97745308734
672,111653.668412966
2471,216807.73073035822
4510,123178.25609955791
8354,270339.9642664529
6393,171689.06779126544
13270,225282.0177494266
5250,297795.01225450804
16751,163257.14877286454
11404,134578.69944541986
10588,309969.5031345904
14925,204978.84763997048
6791,229318.69295097506
16097,169050.99283063717
16428,359397.6386870577
6945,359551.0306104682
3190,179214.17593708067
15709,394722.49996619707
13155,143626.14810167774
7675,214015.95067700918
14686,224968.55126214787
609,163250.0375903188
11155,140230.0081434418
10869,197104.6587483368
15742,179678.0510804106
9245,193091.84306456352
3340,162685.15555997795
2359,251813.22418023064
8070,175757.4357464683
13707,121973.74954180785
16079,255275.56142055287
15937,245784.2652778425
14090,164951.12947719864
9008,206005.46367130513
16384,183403.41006939264
11657,261398.65858906083
13151,172557.36226164686
8990,144727.98863376127
11857,156435.4491447541
1565,168115.70018420529
8174,103405.34942242235
9247,255390.1291589533
10478,216585.5321106373
15509,122904.05333478488
8306,249861.18747983023
6642,198449.5219285254
7472,197441.03018808723
15989,138464.3929352609
13682,138890.69545850102
163,250879.04576333988
7076,173440.9095498929
7478,312293.07382227445
3029,166127.7873469638
1814,146351.41630762443
10057,150203.0303428454
15100,197559.75835916985
12694,209595.1118774522
6291,183198.02258250513
12603,186139.2942631037
3218,257015.035189606
13456,123712.53285929994
10170,216549.77265215808
4530,166577.16632509688
13329,170260.64409135308
4820,202060.69750385158
10896,153638.27786012043
13416,117288.4482389938
2701,229314.58458424688
11265,338440.9555368545
9189,254471.92697269798
1858,172537.57414324878
14536,248078.97970454703
6199,313603.01358387276
14730,163092.32352394215
7510,251726.62616951126
15505,165815.29313701208
7446,161605.0665072411
14016,202429.97240198217
14113,133789.13104126192
8721,296595.18443490914
6193,330244.4271642852
5717,176794.3622195119
5427,297381.42723871896
9520,458058.4685057307
6869,109593.27433068152
1658,164652.2152563007
6639,184282.17839630402
6283,161552.47750687774
6257,126058.44240770444
15235,149184.2083716754
902,248026.84401687488
8932,174820.3971645682
16469,360988.8394199278
2825,234828.42273527023
6450,452956.39539747796
11366,182346.69530395846
3801,319279.4272072316
11385,214629.94981713194
1079,239406.67962240297
3202,230812.44923298163
676,206030.7676831751
6185,295376.3946118822
7730,191627.25351481643
2573,171174.51202720302
10978,205344.8792937651
10962,242140.4511055561
8870,189664.20018283176
8496,215824.95251140327
5517,196459.61090755742
927,235635.296351281
13675,216802.91852284822
1499,239430.6604521157
15536,350110.1277801669
8602,369650.4904784781
12137,383914.97409983666
9865,276066.55118484085
16353,269615.7750893367
15908,192605.21691552873
3944,168956.68683600883
10359,240852.98702789805
15158,200673.40721287494
3259,187752.87464743637
7220,300602.88698436687
13843,209494.87421937496
16736,191696.46532039807
702,246540.06738106094
16401,166948.2703201263
12134,262783.0933875946
6918,218864.14138954144
11792,175004.9074039099
3798,141184.7919252696
10395,145286.46962994995
11099,179244.97172849692
7090,192316.8473682506
11260,200336.60010577436
9647,202671.0058977779
2903,371530.4398820256
2071,170166.59685244766
8604,200105.23876837507
9346,214672.17561942118
3945,196818.61600202773
3420,140286.57194284588
10842,145782.77401290892
725,139260.97339950516
13931,197184.94318293664
16330,239117.49752785833
9066,380022.69179409556
3326,324302.2300143909
1556,248194.74580583922
6579,103325.23603296158
13877,158962.13458668496
9857,311502.15951674065
7302,277803.7040890085
5684,184218.69627724693
6513,249586.24007662537
11342,123571.04318396754
16561,237242.95751430737
6885,175116.6870730084
9308,198115.2070666015
2559,207231.19213194575
6648,167234.8665575053
15260,179198.55405116358
5113,202572.6118726452
16492,264815.1162945327
12034,291130.12503068405
7248,234451.64748935786
2171,199767.11825413135
10594,140177.6544496031
13241,178120.4107897886
7032,144312.70273942832
4884,188643.50313116034
903,209591.9003338042
162,193218.69506886255
6566,273254.021432272
8249,154306.7923587738
13106,191659.93052251742
256,130387.03463046573
7976,159959.44072386145
8575,161430.58970059126
7591,256702.98901916333
3204,240004.53187347602
15804,156811.73853761263
1525,292859.2345309881
9038,233102.84356775478
13628,216109.20765097902
10016,199398.57209112457
10208,241542.3032778092
2008,205131.99826679335
13029,195754.2139004361
5099,137905.93208280462
9923,298201.512521483
9461,143524.17846513915
11086,152815.79280408056
15057,262239.57515879517
10689,164813.19922135424
2053,219547.39086660187
16630,156797.64774364996
4985,163773.5750676094
13881,265377.75171778875
13225,214305.1133602174
5779,67213.94711502442
10262,178749.61568774667
10762,241943.26409737676
9513,180742.90419476954
11128,158703.86630050742
2074,262928.248639649
933,200459.85996279572
2780,175130.2451648703
6594,144978.78186826603
15394,313426.851149144
14863,147569.10213488436
6698,172158.5166558782
1611,265716.0406209443
174,184676.85055875138
5160,283992.4849041463
3295,260856.27230345356
4559,387157.3047910409
8254,161384.7015314362
10228,95288.61911732791
13924,230524.63263850316
15341,249521.92990182937
4353,177850.29149742387
4334,69287.01103810991
1872,160211.96473859486
7823,202640.73979036932
310,134198.7377226695
3704,236845.51951239287
11615,290725.5996134617
6605,201705.445792956
3381,173834.22502706762
2143,171226.84989301875
3191,269218.05261378584
13980,157834.91012487814
15613,205249.90416660282
10943,180813.90790232253
9654,193081.51970600162
16053,368167.10990597564
14931,208256.09291684296
8299,209614.56775802272
2147,170440.45610688225
11567,377223.69577828347
5905,135913.69905589957
11160,176075.90274511356
8275,164158.67755755573
16398,279300.9841083789
11229,235053.03884734045
10309,194552.4175158557
7340,291140.17859828944
7653,180188.80946386885
272,245184.4002424852
9831,233400.02094860282
5016,160304.12556501097
5968,80510.54802754823
796,280619.13460629375
12123,135977.7871243583
16629,198961.97626174305
2637,178512.5607479322
6194,204145.13749159809
6216,359287.6424185146
14346,185442.94722744662
6428,133142.39655049355
2891,215351.23954036325
84,212028.04637328078
9260,254180.60112049532
15250,152226.0890344605
2348,231324.06803290232
10427,258945.90495458854
13230,242086.53662812727
1691,150048.39516733348
8803,128142.48790635692
5464,275078.7531942645
10559,129553.8693041781
16787,291573.7390615805
4278,165057.8940155912
6183,157743.696101133
12775,181660.2497212303
10104,174246.49726085283
13663,230860.77716334214
9404,255825.69785771443
14724,205030.7355166545
10040,164979.89972134403
4646,196715.83747845356
4754,158993.34578549428
3310,222699.49275238675
2003,195439.77786316763
7312,145718.6051678945
10921,240863.84397620932
13419,293199.87158929073
10105,169937.49477435127
2196,428764.5520603648
12659,246933.30030064675
