Id,Price
4567,157920.44884188584
5925,112861.01826983868
960,156302.5401082085
3848,111956.31849176758
746,218982.6292501757
868,348239.160022023
672,112124.22049266406
2471,212033.39145569399
4510,127450.50390905516
8354,270034.22158801986
6393,172158.56122692436
13270,227374.42589701051
5250,318137.2933858533
16751,159810.3968356461
11404,128412.3002805094
10588,306520.7245656089
14925,201431.5003729295
6791,234511.8590367104
16097,187571.67852005304
16428,356361.52759892575
6945,355931.29434438096
3190,171800.3206301406
15709,386330.78010482475
13155,144330.22581282986
7675,202721.45991808173
14686,223191.31295710086
609,159180.18063804827
11155,141558.14756225096
10869,189061.1040355582
15742,185460.0532560667
9245,192246.52549266827
3340,160230.1812244942
2359,253446.27300939852
8070,185039.17064924707
13707,122855.09538766953
16079,255171.23780978794
15937,221681.13265366587
14090,172881.99942181888
9008,216143.43830930945
16384,180347.51574491934
11657,251902.38480642674
13151,175282.75657361787
8990,143413.11091103993
11857,158617.24160616082
1565,164226.15554487356
8174,102409.56555543008
9247,273144.29331875255
10478,214864.44043933216
15509,118756.09611881331
8306,254843.46555561677
6642,199539.0452197596
7472,204296.4989454704
15989,139660.33967029233
13682,136550.76263017475
163,259088.4952435633
7076,175850.54712750865
7478,307362.51004200877
3029,175800.15696022983
1814,143281.91362044204
10057,146620.06348624916
15100,194198.28490338704
12694,211075.9796895528
6291,177976.9420893657
12603,181001.58438585355
3218,255421.14294395846
13456,121789.32602130946
10170,213774.07919181767
4530,174447.7499122502
13329,175168.11588993054
4820,199760.44264948607
10896,161036.13014406775
13416,118697.96488160318
2701,213778.7614723207
11265,351594.78826636897
9189,232737.94213753793
1858,171071.2590783213
14536,248220.7096316117
6199,314941.1931837436
14730,165045.7508130427
7510,248655.7575219082
15505,164663.83981934935
7446,160988.14854560557
14016,197279.822440587
14113,136394.41982195427
8721,301980.363941628
6193,320887.4695335575
5717,178925.03340216074
5427,291186.94064567686
9520,452600.73303917656
6869,109363.82978921784
1658,170504.45986639353
6639,186999.92751103724
6283,157742.90481664843
6257,127743.52865987299
15235,151762.27920420884
902,267751.23421184294
8932,170649.0427716966
16469,378441.4701225428
2825,223082.45983683955
6450,448341.57573441364
11366,182681.34290324576
3801,309059.2897771318
11385,208123.14136194953
1079,224398.22377619124
3202,218988.46092488334
676,216292.86010907975
6185,288485.5038208104
7730,175171.5195958924
2573,166103.43674511614
10978,211561.95407901474
10962,247041.36218808044
8870,186368.43102621456
8496,190240.9884372201
5517,189836.68210464268
927,220147.0374033993
13675,220806.22620291315
1499,236677.16850081395
15536,337702.18002687953
8602,368981.26152749953
12137,425708.33264359744
9865,278711.6788776743
16353,254897.67541181005
15908,191139.4138642633
3944,173838.81724104768
10359,236285.33121751065
15158,200161.81025388237
3259,194097.9732780506
7220,310119.717913937
13843,214527.74634133442
16736,194609.92388277326
702,232242.79845745862
16401,167597.55287163288
12134,238860.81883999228
6918,225754.43346046974
11792,186452.43904346097
3798,147581.66698174176
10395,141844.88194077226
11099,176721.25865371275
7090,201825.82232882886
11260,202248.21271979946
9647,201957.25395031646
2903,375556.842251772
2071,180909.07530322377
8604,200134.46422200784
9346,224038.2636967391
3945,193238.5122393936
3420,139614.84515981382
10842,143526.61522317282
725,141107.4757909283
13931,196020.39354449246
16330,233105.4337617022
9066,392534.1450509775
3326,322217.2749951903
1556,251720.33776229154
6579,101893.1799375883
13877,169080.8877730634
9857,308529.63875594764
7302,271167.45015602396
5684,181980.13502647952
6513,235602.1216067686
11342,122684.51595202727
16561,221803.3892468899
6885,184938.35078666295
9308,193825.20828525923
2559,200610.16590307746
6648,171000.8945162264
15260,182131.14315351387
5113,197542.23859377223
16492,251875.53803330503
12034,291690.61333662225
7248,234959.13972990817
2171,219267.22563606472
10594,138949.74301327163
13241,172316.7646548697
7032,143103.5123787245
4884,191185.88755943705
903,201740.71927425798
162,194169.46615887264
6566,284972.03337822296
8249,148667.99888354348
13106,181535.10544714265
256,129829.08117427173
7976,155900.06894890135
8575,163571.1291461656
7591,255663.51769482467
3204,250808.25263116273
15804,156968.41175284234
1525,294889.0920748601
9038,238745.02367842515
13628,215849.04541551266
10016,202360.4168879438
10208,243434.221163761
2008,199694.92289173044
13029,196274.97224345367
5099,137932.53113513283
9923,299868.27991162625
9461,138766.03966125462
11086,152147.21634577264
15057,266065.7850322603
10689,158358.07345377587
2053,207707.47326213826
16630,166206.38692966534
4985,158045.71499967334
13881,274334.690710904
13225,214298.62544669813
5779,66300.79605193686
10262,182121.67205894936
10762,235606.53689539907
9513,180298.778947917
11128,163693.56293339055
2074,232474.07973053888
933,195405.90168814996
2780,173253.84722911974
6594,143027.35688638262
15394,288212.75975392084
14863,143301.03406933276
6698,175320.5533426787
1611,276381.53150140843
174,181848.1571516347
5160,264380.73988260253
3295,258247.47763541096
4559,395437.8682350399
8254,152954.8269994029
10228,95457.9454535886
13924,221468.4718571184
15341,245002.8640535866
4353,176327.5741886809
4334,70294.22108858585
1872,161118.71905830957
7823,197743.6946293642
310,132870.76198206499
3704,236209.22730790067
11615,295635.82620868273
6605,199365.41899721016
3381,171666.83201003514
2143,160201.79057527543
3191,278309.96721624775
13980,182715.4233663848
15613,195803.02532127965
10943,173663.24488775237
9654,187192.05014885007
16053,364889.8607944096
14931,209044.50553774417
8299,200796.16075556725
2147,159291.98694614283
11567,395738.1530615237
5905,137351.27224084397
11160,181500.2973509292
8275,157518.84270128753
16398,280212.83329914534
11229,233326.41168000098
10309,201499.16446296088
7340,288031.68667276466
7653,184249.97434768136
272,249107.77085487443
9831,234275.34169981646
5016,160739.0719881994
5968,79441.91125395181
796,278557.3075415486
12123,135130.66908775692
16629,203877.57073234368
2637,178151.458542212
6194,189828.16939693384
6216,362401.5631963589
14346,193007.84808642094
6428,133867.23545535753
2891,209932.15038184013
84,205195.82676044063
9260,271708.53755548433
15250,147520.5136709382
2348,215428.25904182091
10427,256506.87536334593
13230,245388.36539175865
1691,166269.05902580006
8803,122704.09395250835
5464,260729.64450723855
10559,127230.43528524991
16787,288770.2701514299
4278,164831.20054222253
6183,153574.18281998826
12775,179242.48681325014
10104,175534.33527294148
13663,233029.1012081316
9404,258564.66500232252
14724,204983.71589568275
10040,168199.51500304072
4646,194903.59454340034
4754,157024.5489180151
3310,220013.67493572927
2003,198104.98013236464
7312,137638.19531081733
10921,234936.9846822401
13419,298597.4508978997
10105,169046.2067560146
2196,439020.5082570169
12659,247244.22753059494
4380,226421.30307082788
10847,153991.55237528705
10805,286044.5928975368
8709,87800.43692649974
8319,179840.16033526178
2215,189518.74837759993
7000,186122.79147050146
7701,124064.44882900607
9678,176083.55831091703
14026,192023.89008660827
7971,174214.23397326536
13734,158267.51403259812
16483,237152.81648895703
6150,211380.283979995
2931,285797.7339442097
5418,180165.022525114
1662,488852.1169549214
2441,208473.2634681369
669,174132.5058976352
7734,193201.53764932614
6010,231792.3912839123
266,141371.42944550788
632,140360.0679803761
16221,103599.57035824428
11832,170152.52328184288
5035,118971.52336925367
37,139744.34566576238
6168,177723.9976205312
11757,171428.73573618353
8086,176944.9393383106
6529,223287.89748244444
15121,179757.62219906913
13904,160677.95338044086
3711,176556.04726177073
16563,233438.15948678766
14494,166888.16472826598
3006,233498.16877805113
15299,137867.1864567199
92,278783.39832347893
8066,177471.9374561006
16071,183985.40546700382
10662,134269.73241685485
3883,213777.56460654744
5511,239800.5190761309
2821,250061.99175570701
9570,215852.1190418034
4326,228625.28677474338
9251,241605.67796267557
9031,181688.1681876257
12689,199771.91304278348
16380,243470.44315690987
1053,245243.0634904864
4568,180429.01040235045
16140,125588.35585896153
14356,398860.90935501776
8466,184838.83181584923
15652,159058.01220927824
3285,125102.82367884347
3198,198204.084725414
14088,458596.1198447708
2268,119144.57351089542
15472,186959.19368672057
1203,169738.15134271636
7157,318624.2170818844
6886,183387.63626233992
5083,256319.6624140122
7467,125947.04428228062
14068,177577.12149855372
2080,182623.56516106855
10865,182916.13003851922
13516,213535.84353105613
14150,203777.44751165705
7609,133092.00726112913
2144,414179.7273796265
10357,220848.04903356745
2396,270306.6654702358
1526,417022.774385003
10890,252173.18839473915
8638,442921.7230540974
6050,282628.6623296966
7639,105357.09864257801
10544,191889.0543703116
9577,234535.82770421178
13195,213227.62094943222
3484,222099.3706550544
16668,474231.9747558666
7171,181924.80679181818
8547,208667.66437868858
12735,232361.45415015306
9093,168084.50585869688
15323,260264.1678591885
14897,150284.91762945382
5135,162522.87747500447
5327,223437.8192311255
13133,243187.01665533177
1676,277905.90816655534
16296,240070.56623356164
1095,136870.54444450254
12528,150191.55394577153
7348,268789.4539299862
11663,188536.16271841715
1803,211365.11710627456
1510,238989.85230687633
16045,194728.6109223636
2900,158752.89269891632
3236,170674.99443147503
1318,271657.7426428345
14948,215421.36195616014
7840,283194.2653104481
15325,217390.63476546956
8700,148165.0400388568
15706,249216.21905220524
14449,163006.1898619005
16117,157493.4751068809
4529,218006.62545983624
11199,207552.11259497653
4052,370412.0344876656
821,219967.4279413392
68,234638.58464101725
554,102137.48959975636
452,225657.1739840127
11394,243888.59704817526
11393,153326.0840397108
9535,174465.56403818668
4024,182346.4829262802
10069,219593.5684327838
12007,154000.81582796443
12368,428318.141465807
1259,348962.43741794035
1124,352856.15982449375
3707,161176.4490074159
8767,181567.46002294295
1919,184149.0940731144
16741,170828.38178943988
6664,271274.2453724189
5688,383052.656490765
7799,225591.30961284135
14843,267194.84390054946
7532,155704.96884792505
8133,173027.8845232748
6264,338199.44892673887
4125,159119.5730879189
2410,166371.4374076256
13607,203915.82591371535
1716,219318.14774461166
1370,138245.38233969145
